customer_id,region,acct_length,internation_plan,voicemail_plan,daytime_call_mins,evening_call_mins,nighttime_call_mins,customer_service_calls,churn,age
844,Mountain,104.0,no,no,183.6,120.7,215.1,1.0,0,47
845,Mountain,160.0,no,no,176.2,196.0,263.9,1.0,0,47
846,East North Central,129.0,no,yes,205.0,165.4,185.0,1.0,0,43
847,East South Central,93.0,no,no,267.9,223.0,262.7,3.0,1,64
848,Pacific,169.0,no,no,179.2,175.2,228.6,2.0,0,51
849,West North Central,58.0,no,no,149.4,196.5,209.5,1.0,0,54
850,Pacific,75.0,no,yes,163.6,146.7,345.8,3.0,0,46
851,West North Central,45.0,no,no,207.6,152.7,217.8,1.0,0,56
852,New England,155.0,no,no,165.4,183.7,80.2,3.0,0,41
853,South Atlantic,52.0,no,no,209.8,171.3,154.6,4.0,0,54
854,East North Central,119.0,no,yes,220.1,268.2,146.5,0.0,0,36
855,Mountain,86.0,no,no,141.3,154.3,210.6,1.0,0,43
856,South Atlantic,42.0,no,no,196.5,241.3,143.2,0.0,0,60
857,West North Central,127.0,yes,no,180.9,209.5,249.9,2.0,0,48
858,East North Central,123.0,no,no,105.0,251.6,258.0,0.0,0,50
859,New England,98.0,no,no,271.4,190.4,284.7,4.0,1,61
860,West South Central,149.0,no,yes,206.7,174.6,241.5,1.0,0,43
861,New England,160.0,no,no,166.8,236.0,307.6,1.0,0,54
862,Pacific,103.0,no,no,204.9,135.2,208.2,5.0,0,49
863,Pacific,132.0,no,yes,154.6,245.6,148.6,1.0,0,72
864,Mountain,137.0,no,no,127.0,323.2,143.9,1.0,0,42
865,South Atlantic,129.0,yes,no,267.4,204.2,111.7,1.0,0,55
866,East North Central,62.0,no,no,281.0,160.6,77.9,1.0,0,63
867,Mountain,122.0,no,yes,270.8,220.4,169.9,4.0,0,63
868,Mountain,32.0,no,no,171.2,185.6,203.3,1.0,0,46
869,South Atlantic,86.0,no,no,124.1,202.6,289.6,3.0,0,63
870,South Atlantic,130.0,no,no,162.8,290.3,114.9,1.0,0,53
871,Mountain,42.0,no,no,146.3,255.9,45.0,1.0,0,67
872,South Atlantic,73.0,no,no,254.8,143.4,153.9,2.0,0,60
873,New England,66.0,no,yes,254.9,243.2,190.8,2.0,0,42
874,South Atlantic,103.0,no,yes,107.7,188.9,196.2,0.0,0,38
875,West North Central,128.0,no,no,158.8,264.8,270.0,1.0,0,41
876,Mountain,104.0,no,no,182.9,239.6,229.8,2.0,0,33
877,West North Central,103.0,no,no,198.5,42.5,179.2,0.0,0,53
878,New England,124.0,no,no,178.4,233.6,179.4,0.0,0,43
879,Mountain,87.0,no,no,110.9,158.5,207.5,1.0,0,40
880,West South Central,109.0,no,yes,166.9,221.2,197.3,1.0,1,59
881,West North Central,167.0,yes,no,244.8,60.8,176.7,2.0,0,44
882,New England,97.0,no,no,120.8,169.8,194.1,4.0,1,61
883,South Atlantic,106.0,no,no,165.3,210.0,187.2,2.0,0,50
884,New England,125.0,no,no,126.7,155.5,206.2,2.0,0,47
885,South Atlantic,108.0,no,yes,215.9,200.6,195.4,0.0,0,52
886,Mountain,125.0,no,no,140.1,209.6,264.1,1.0,0,42
887,South Atlantic,89.0,no,yes,209.9,249.8,224.2,1.0,0,37
888,South Atlantic,72.0,yes,yes,139.8,138.2,221.0,0.0,0,56
889,New England,23.0,no,no,321.6,251.6,141.1,2.0,1,46
890,Pacific,149.0,no,no,166.6,218.8,208.3,7.0,0,45
891,East North Central,73.0,no,no,214.2,196.8,157.9,0.0,0,41
892,South Atlantic,61.0,no,no,260.0,210.5,234.7,1.0,1,58
893,South Atlantic,161.0,no,no,191.9,70.9,204.8,4.0,1,58
894,New England,73.0,no,no,213.0,188.8,136.2,0.0,0,28
895,Mountain,118.0,no,yes,118.1,109.6,245.5,1.0,0,47
896,Mountain,23.0,no,no,190.2,166.4,219.8,6.0,0,43
897,South Atlantic,127.0,no,yes,82.2,163.3,264.9,0.0,0,31
898,Middle Atlantic,42.0,no,yes,163.8,177.8,190.4,0.0,0,59
899,West South Central,118.0,no,no,267.8,316.4,208.6,5.0,1,49
900,West North Central,45.0,no,no,159.8,120.4,163.0,2.0,0,49
901,South Atlantic,50.0,no,yes,214.3,289.8,312.5,1.0,0,56
902,West North Central,179.0,no,no,287.3,288.0,266.0,0.0,1,49
903,West North Central,152.0,no,no,101.2,141.6,198.5,2.0,0,59
904,Mountain,105.0,no,no,102.8,281.7,228.1,2.0,0,54
905,Pacific,72.0,no,no,109.1,115.7,295.8,0.0,0,40
906,Middle Atlantic,52.0,no,no,215.9,217.0,342.8,1.0,0,25
907,West South Central,125.0,no,no,203.4,128.7,190.5,1.0,0,68
908,South Atlantic,143.0,no,no,110.1,169.0,166.7,1.0,0,60
909,New England,65.0,no,no,111.0,219.8,202.0,1.0,0,63
910,East North Central,80.0,no,no,239.9,142.3,364.3,1.0,0,50
911,East South Central,1.0,no,no,144.8,112.5,218.7,1.0,0,33
912,East South Central,60.0,no,no,135.4,205.9,204.0,1.0,0,45
913,South Atlantic,43.0,no,no,84.2,80.8,196.1,1.0,0,56
914,Mountain,143.0,no,no,209.1,106.1,179.6,0.0,0,49
915,Mountain,81.0,no,yes,130.1,196.0,139.3,0.0,0,56
916,New England,205.0,no,yes,175.8,155.0,180.7,2.0,0,63
917,Pacific,24.0,no,no,241.9,145.2,214.5,1.0,0,39
918,East North Central,74.0,no,no,136.7,228.6,265.3,0.0,0,43
919,South Atlantic,77.0,no,no,67.7,195.7,236.5,1.0,0,29
920,West South Central,74.0,no,no,200.4,309.2,152.1,1.0,0,44
921,East South Central,74.0,yes,no,125.8,207.7,207.4,1.0,1,39
922,East South Central,200.0,no,no,128.2,133.2,177.6,1.0,0,52
923,South Atlantic,86.0,no,no,226.3,223.0,255.6,4.0,0,40
924,West North Central,91.0,no,yes,162.3,233.9,277.4,0.0,0,58
925,South Atlantic,76.0,no,no,224.4,147.9,183.8,2.0,0,57
926,West South Central,130.0,no,no,120.5,189.7,270.1,1.0,0,33
927,East North Central,56.0,no,no,91.1,179.3,300.7,2.0,0,34
928,South Atlantic,117.0,no,no,168.8,241.4,204.8,0.0,0,49
929,West North Central,63.0,no,no,153.5,287.3,230.2,2.0,0,42
930,New England,126.0,no,no,226.2,140.3,208.9,0.0,0,55
931,Pacific,132.0,no,no,191.9,206.9,272.0,1.0,0,48
932,Mountain,81.0,no,yes,167.9,190.7,193.0,4.0,1,61
933,South Atlantic,122.0,no,no,180.0,145.0,233.7,2.0,0,39
934,Middle Atlantic,46.0,no,no,257.4,261.1,204.4,2.0,1,74
935,West North Central,150.0,no,yes,174.4,169.9,201.6,1.0,0,42
936,Mountain,99.0,no,no,159.7,155.4,255.7,1.0,0,62
937,East South Central,87.0,no,no,237.2,222.6,173.3,1.0,0,53
938,Pacific,108.0,no,no,103.0,242.3,170.2,1.0,0,39
939,New England,101.0,no,no,153.8,234.0,196.3,4.0,0,36
940,Middle Atlantic,53.0,no,no,205.1,160.5,149.5,3.0,0,61
941,Pacific,132.0,no,yes,175.7,187.2,225.5,2.0,0,39
942,Pacific,158.0,no,no,155.9,224.2,221.0,2.0,0,53
943,East South Central,114.0,no,yes,154.4,221.4,208.5,0.0,0,51
944,West South Central,77.0,no,yes,209.7,183.6,205.5,2.0,0,61
945,Mountain,144.0,yes,no,150.0,285.9,190.6,0.0,0,37
946,East South Central,91.0,no,yes,232.4,186.0,190.5,3.0,0,48
947,South Atlantic,58.0,no,no,165.4,115.7,193.8,2.0,0,40
948,West South Central,5.0,no,no,199.2,187.3,214.0,3.0,0,51
949,New England,97.0,no,no,217.6,320.5,150.7,0.0,0,49
950,Middle Atlantic,107.0,no,no,212.1,150.1,219.8,3.0,0,60
951,West North Central,142.0,no,yes,154.0,165.8,270.0,1.0,0,57
952,Middle Atlantic,9.0,no,yes,193.8,202.6,191.2,1.0,0,43
953,Mountain,73.0,no,no,175.4,248.1,122.4,0.0,0,44
954,Middle Atlantic,48.0,no,yes,152.0,258.8,263.2,2.0,1,61
955,South Atlantic,43.0,no,no,230.2,186.7,128.4,0.0,0,52
956,Mountain,122.0,no,yes,174.9,248.2,164.6,1.0,1,47
957,South Atlantic,93.0,no,no,190.2,262.2,130.0,0.0,0,47
958,New England,85.0,no,no,176.4,224.9,219.6,1.0,0,37
959,East South Central,59.0,no,no,160.9,251.2,273.4,3.0,0,41
960,West South Central,87.0,no,no,228.7,163.0,154.1,1.0,0,52
961,East North Central,137.0,no,no,144.0,181.6,128.1,0.0,0,46
962,Pacific,21.0,no,yes,135.9,271.0,179.1,6.0,0,55
963,South Atlantic,129.0,no,no,334.3,192.1,191.0,0.0,1,50
964,East South Central,104.0,no,no,130.5,131.2,264.7,0.0,0,57
965,South Atlantic,93.0,no,yes,134.2,162.5,186.6,4.0,1,55
966,New England,63.0,no,no,278.0,266.4,224.1,4.0,1,39
967,Pacific,161.0,no,no,105.4,214.8,223.6,0.0,0,57
968,West South Central,50.0,no,no,188.9,203.9,151.8,3.0,0,64
969,West North Central,103.0,no,yes,111.8,239.6,268.3,1.0,0,55
970,West North Central,84.0,no,yes,159.1,149.8,213.4,1.0,0,36
971,West North Central,92.0,no,no,212.4,224.6,221.3,1.0,0,48
972,Mountain,77.0,no,no,142.3,306.3,196.5,1.0,0,54
973,Middle Atlantic,64.0,yes,no,346.8,249.5,275.4,1.0,1,54
974,South Atlantic,159.0,no,yes,113.9,145.3,195.2,1.0,0,62
975,West North Central,110.0,yes,yes,267.9,263.3,178.1,1.0,1,53
976,Mountain,138.0,no,no,171.4,115.2,224.5,3.0,0,40
977,Mountain,178.0,no,no,275.4,187.5,147.1,1.0,0,50
978,South Atlantic,38.0,no,yes,197.2,249.9,298.9,0.0,0,43
979,East North Central,50.0,no,yes,192.6,135.2,216.2,2.0,0,64
980,East North Central,45.0,no,yes,91.7,150.6,63.3,1.0,0,57
981,East South Central,70.0,no,no,126.3,141.6,255.9,0.0,0,42
982,Middle Atlantic,147.0,no,yes,251.5,234.1,213.4,3.0,0,57
983,Mountain,94.0,no,no,190.6,152.3,144.7,1.0,0,52
984,East North Central,179.0,no,no,116.1,201.8,181.9,0.0,0,31
985,East South Central,116.0,no,no,217.3,216.1,148.1,2.0,0,56
986,West North Central,59.0,no,no,179.4,232.5,175.8,0.0,0,43
987,South Atlantic,165.0,no,no,207.7,164.8,54.5,0.0,0,52
988,East North Central,133.0,no,no,277.3,228.4,117.3,2.0,1,68
989,East South Central,140.0,no,no,125.3,167.6,260.6,1.0,0,57
990,New England,93.0,no,yes,138.1,167.3,238.9,2.0,0,35
991,West South Central,52.0,no,yes,169.3,225.9,172.0,0.0,0,49
992,South Atlantic,64.0,no,yes,201.3,143.8,150.2,1.0,0,49
993,West North Central,12.0,yes,no,216.7,116.5,220.0,2.0,0,38
994,Pacific,48.0,no,no,190.4,317.5,133.4,2.0,0,55
995,Middle Atlantic,181.0,no,no,143.3,195.5,223.3,1.0,0,47
996,West North Central,168.0,no,yes,97.4,203.6,173.9,2.0,0,52
997,South Atlantic,155.0,no,no,181.4,167.7,168.5,3.0,0,42
998,West North Central,105.0,no,no,246.4,256.2,169.0,0.0,0,51
999,Middle Atlantic,11.0,no,no,143.4,289.4,194.0,2.0,0,63
1000,West North Central,182.0,no,no,104.9,198.5,258.2,2.0,0,52
1001,Middle Atlantic,104.0,no,no,156.2,193.0,222.7,1.0,0,41
1002,East North Central,102.0,no,no,114.8,81.9,304.3,0.0,0,64
1003,East South Central,122.0,no,no,232.5,205.5,213.7,0.0,0,54
1004,South Atlantic,41.0,no,no,143.6,152.4,194.4,1.0,0,59
1005,South Atlantic,132.0,no,no,176.7,244.1,176.3,2.0,0,46
1006,Mountain,76.0,no,no,263.4,230.3,170.6,1.0,1,65
1007,South Atlantic,13.0,no,no,146.4,148.5,216.7,1.0,0,55
1008,Pacific,115.0,no,yes,145.0,194.5,242.3,2.0,0,52
1009,South Atlantic,67.0,no,no,167.8,167.7,110.3,1.0,0,47
1010,West South Central,154.0,no,no,166.9,154.9,189.4,0.0,0,42
1011,West South Central,100.0,no,no,142.5,195.7,122.1,2.0,0,32
1012,Pacific,146.0,yes,no,133.0,262.8,214.3,1.0,0,64
1013,South Atlantic,148.0,no,yes,252.9,284.3,262.8,1.0,0,48
1014,East South Central,67.0,no,yes,95.0,291.2,159.6,2.0,0,33
1015,Mountain,161.0,yes,no,194.2,249.4,254.9,1.0,1,57
1016,West North Central,70.0,no,no,222.8,215.9,223.5,1.0,0,47
1017,West North Central,116.0,no,no,201.8,231.5,226.1,0.0,0,28
1018,South Atlantic,99.0,no,yes,216.0,232.3,215.5,2.0,1,49
1019,Mountain,87.0,no,no,146.3,171.8,167.5,1.0,0,55
1020,East North Central,87.0,no,no,234.8,140.9,204.3,1.0,0,50
1021,New England,70.0,no,no,198.6,213.9,171.2,2.0,0,29
1022,South Atlantic,131.0,no,no,94.4,215.1,179.7,2.0,0,47
1023,New England,119.0,no,no,190.4,215.6,161.2,2.0,0,32
1024,West North Central,119.0,no,yes,142.6,208.2,171.0,3.0,0,55
1025,New England,87.0,yes,no,134.2,165.0,173.1,0.0,0,52
1026,Pacific,112.0,no,no,111.9,114.0,146.8,5.0,1,42
1027,New England,75.0,no,no,122.8,211.3,261.4,2.0,0,49
1028,New England,150.0,no,no,189.3,220.9,238.7,4.0,0,51
1029,East North Central,161.0,no,yes,240.4,201.8,206.1,0.0,0,57
1030,South Atlantic,91.0,yes,yes,93.5,183.4,240.7,0.0,0,46
1031,West North Central,124.0,no,no,158.6,211.2,179.3,3.0,0,51
1032,Middle Atlantic,94.0,yes,no,243.2,147.0,94.9,4.0,0,60
1033,West South Central,217.0,no,no,176.4,158.8,306.6,4.0,0,48
1034,New England,158.0,no,no,220.9,242.2,233.3,0.0,0,44
1035,Mountain,102.0,no,no,144.4,266.5,217.6,0.0,0,48
1036,Mountain,85.0,no,no,212.3,228.4,163.3,0.0,0,47
1037,West South Central,79.0,no,no,147.0,165.7,243.2,1.0,0,54
1038,West North Central,139.0,no,yes,96.2,178.9,182.1,2.0,0,41
1039,South Atlantic,103.0,no,no,263.4,179.1,214.7,0.0,0,50
1040,Pacific,98.0,yes,no,12.5,256.6,169.4,1.0,0,43
1041,New England,78.0,no,no,162.3,192.4,240.6,2.0,0,58
1042,Pacific,50.0,no,no,183.6,58.6,202.6,1.0,0,49
1043,Pacific,161.0,no,no,178.1,146.5,137.6,1.0,0,34
1044,West North Central,67.0,no,no,201.4,97.6,202.5,0.0,0,51
1045,South Atlantic,86.0,no,yes,123.0,133.9,138.2,1.0,0,50
1046,South Atlantic,92.0,no,no,208.0,198.9,76.4,0.0,0,64
1047,Mountain,174.0,no,no,239.2,188.5,105.6,1.0,0,59
1048,East North Central,124.0,no,no,193.0,89.8,172.8,1.0,0,66
1049,West North Central,132.0,no,yes,174.5,245.6,172.8,1.0,0,81
1050,New England,190.0,no,yes,116.7,145.9,175.1,1.0,0,47
1051,Pacific,101.0,no,no,93.8,150.0,241.1,1.0,0,36
1052,Mountain,185.0,yes,yes,154.1,118.7,258.4,2.0,0,55
1053,Middle Atlantic,68.0,no,yes,239.5,203.8,167.8,0.0,0,46
1054,West North Central,117.0,no,yes,216.0,224.1,267.9,0.0,0,31
1055,West South Central,118.0,no,no,187.4,177.8,233.4,1.0,0,55
1056,Middle Atlantic,124.0,no,no,167.4,233.2,109.6,0.0,0,54
1057,Mountain,22.0,no,no,160.4,218.1,192.9,1.0,0,73
1058,West North Central,75.0,no,no,143.2,209.1,173.0,1.0,0,44
1059,Middle Atlantic,134.0,no,no,205.3,240.5,179.1,1.0,0,62
1060,West North Central,164.0,no,yes,219.1,151.5,50.1,1.0,0,46
1061,Middle Atlantic,44.0,no,no,143.2,169.8,215.8,1.0,0,60
1062,New England,177.0,no,no,232.8,175.2,212.2,2.0,0,50
1063,New England,110.0,no,no,162.0,247.5,155.5,0.0,0,53
1064,Mountain,53.0,no,yes,25.9,206.5,228.1,1.0,0,40
1065,Middle Atlantic,108.0,no,no,154.2,112.3,246.4,4.0,1,67
1066,New England,80.0,no,no,322.3,222.0,162.8,0.0,1,56
1067,West North Central,158.0,no,no,209.9,221.3,210.0,1.0,0,55
1068,East North Central,114.0,no,no,191.5,175.2,220.3,0.0,0,53
1069,South Atlantic,64.0,no,yes,291.1,226.7,219.1,1.0,0,67
1070,West North Central,88.0,no,no,215.6,216.2,171.3,3.0,0,49
1071,Mountain,82.0,yes,no,208.8,213.7,175.1,3.0,0,56
1072,East South Central,111.0,no,no,255.9,204.1,171.3,3.0,0,60
1073,Mountain,60.0,no,no,252.7,221.1,109.9,2.0,0,51
1074,Middle Atlantic,113.0,no,no,132.1,247.5,246.2,3.0,0,56
1075,South Atlantic,109.0,no,no,217.0,207.0,268.0,1.0,0,52
1076,East North Central,105.0,no,yes,101.9,223.1,241.6,0.0,0,60
1077,South Atlantic,85.0,no,no,211.5,184.6,164.3,2.0,0,55
1078,East South Central,131.0,no,no,153.4,198.5,164.4,0.0,0,45
1079,New England,59.0,no,no,166.3,239.3,123.2,2.0,0,40
1080,West North Central,148.0,no,no,185.2,170.4,165.1,1.0,0,47
1081,South Atlantic,210.0,no,no,104.6,149.5,255.1,2.0,0,53
1082,Pacific,115.0,no,no,245.2,159.0,229.9,0.0,0,45
1083,Mountain,106.0,no,no,274.4,198.6,160.8,1.0,0,47
1084,New England,93.0,no,no,98.4,249.6,248.2,1.0,0,48
1085,East South Central,57.0,no,yes,279.9,223.1,251.7,1.0,0,39
1086,West North Central,98.0,no,no,187.2,195.6,181.8,1.0,0,29
1087,Pacific,157.0,no,no,276.2,165.8,151.6,3.0,0,60
1088,East North Central,116.0,no,yes,200.4,272.8,214.5,1.0,0,49
1089,South Atlantic,30.0,no,no,162.3,244.0,180.1,2.0,0,52
1090,Middle Atlantic,111.0,no,no,176.9,102.8,213.7,4.0,1,38
1091,West North Central,52.0,no,no,165.5,205.5,213.6,0.0,0,56
1092,East South Central,72.0,no,no,217.8,189.7,182.6,4.0,0,55
1093,Middle Atlantic,135.0,no,yes,201.4,246.5,154.8,2.0,1,49
1094,South Atlantic,86.0,no,no,190.5,179.6,258.5,3.0,0,40
1095,South Atlantic,98.0,no,yes,179.9,189.2,164.3,3.0,0,54
1096,Mountain,151.0,no,no,235.9,80.6,212.8,3.0,0,74
1097,Mountain,118.0,no,no,140.4,187.1,207.9,0.0,0,49
1098,Middle Atlantic,117.0,no,no,144.6,258.8,253.2,2.0,0,38
1099,West North Central,55.0,no,no,189.0,118.5,248.1,0.0,0,27
1100,Mountain,82.0,no,no,101.0,155.6,304.4,0.0,0,62
1101,West North Central,152.0,no,no,206.3,292.8,43.7,1.0,0,48
1102,East South Central,108.0,no,yes,165.1,267.0,250.7,1.0,0,52
1103,East North Central,98.0,no,no,165.0,202.6,172.3,1.0,1,61
1104,East North Central,130.0,no,no,155.9,256.1,262.9,3.0,0,56
1105,South Atlantic,136.0,yes,no,199.2,214.7,150.9,1.0,0,47
1106,New England,47.0,no,no,155.3,188.2,247.0,3.0,0,42
1107,West South Central,189.0,no,no,208.3,236.7,179.1,3.0,0,55
1108,East South Central,107.0,no,no,157.1,162.6,150.0,1.0,0,37
1109,East North Central,91.0,no,no,154.4,168.3,239.9,5.0,1,41
1110,West North Central,159.0,no,no,189.1,246.1,242.0,1.0,1,48
1111,South Atlantic,11.0,no,yes,131.5,230.2,283.7,2.0,0,57
1112,Middle Atlantic,167.0,no,no,166.4,243.2,229.2,1.0,0,43
1113,Mountain,111.0,no,no,142.3,122.8,229.5,2.0,0,43
1114,New England,99.0,no,yes,87.7,223.0,182.3,2.0,0,68
1115,West North Central,159.0,no,yes,184.1,194.5,225.6,0.0,0,48
1116,South Atlantic,114.0,yes,yes,174.5,224.2,116.3,2.0,0,48
1117,East South Central,71.0,no,no,103.3,138.5,164.8,2.0,0,54
1118,Middle Atlantic,122.0,no,no,35.1,180.8,251.6,1.0,0,55
1119,East South Central,100.0,no,yes,246.6,141.4,189.8,1.0,0,40
1120,South Atlantic,83.0,no,yes,78.5,210.5,179.7,1.0,0,47
1121,Mountain,64.0,no,no,148.1,164.9,216.0,5.0,1,52
1122,East South Central,105.0,no,no,206.2,256.4,117.1,1.0,0,46
1123,Mountain,144.0,no,yes,251.6,197.6,209.2,2.0,0,63
1124,Mountain,106.0,yes,yes,270.3,215.2,254.0,1.0,1,57
1125,West South Central,19.0,no,yes,156.6,224.2,260.9,1.0,0,53
1126,New England,46.0,no,no,139.4,223.7,173.1,1.0,0,62
1127,East North Central,127.0,no,no,220.2,188.4,172.7,2.0,0,52
1128,West South Central,9.0,no,yes,214.1,169.2,189.7,1.0,0,58
1129,Mountain,157.0,no,no,196.0,213.4,196.8,1.0,0,56
1130,Mountain,105.0,no,no,106.4,240.1,147.7,6.0,1,28
1131,East North Central,105.0,no,yes,179.4,275.4,246.1,0.0,0,49
1132,New England,155.0,no,no,216.7,144.3,135.3,2.0,0,46
1133,Mountain,31.0,no,no,177.3,152.8,162.9,0.0,0,41
1134,Pacific,161.0,no,no,151.6,219.4,224.7,1.0,0,42
1135,West North Central,95.0,no,yes,262.2,165.2,194.3,0.0,0,53
1136,Middle Atlantic,122.0,no,no,173.6,91.7,211.7,3.0,0,51
1137,South Atlantic,37.0,yes,no,106.6,147.4,235.8,2.0,0,44
1138,South Atlantic,132.0,no,no,193.3,128.3,162.1,5.0,1,42
1139,Pacific,119.0,no,yes,217.2,138.7,139.3,0.0,0,46
1140,East South Central,16.0,no,no,209.5,172.8,94.1,1.0,0,61
1141,New England,99.0,no,no,95.4,207.2,136.0,1.0,0,37
1142,Mountain,76.0,no,yes,214.6,205.2,134.6,1.0,0,65
1143,West North Central,167.0,no,no,131.6,211.3,168.3,4.0,1,49
1144,Middle Atlantic,129.0,no,no,168.4,217.1,81.6,1.0,0,48
1145,South Atlantic,116.0,no,no,146.4,176.6,212.6,1.0,0,52
1146,Pacific,60.0,yes,no,183.0,206.7,203.8,1.0,0,46
1147,West North Central,128.0,no,no,103.3,245.9,161.1,0.0,0,58
1148,West South Central,47.0,no,yes,112.2,154.8,166.7,0.0,0,42
1149,West North Central,40.0,yes,no,170.7,179.1,281.9,3.0,0,42
1150,Pacific,173.0,no,no,172.5,142.6,102.0,0.0,0,45
1151,Pacific,157.0,no,yes,194.3,243.2,322.2,1.0,0,44
1152,East South Central,66.0,no,yes,187.8,129.8,132.3,2.0,0,41
1153,New England,50.0,yes,yes,307.1,289.4,174.9,0.0,0,52
1154,Mountain,72.0,no,no,118.2,167.2,214.2,3.0,0,52
1155,West North Central,130.0,no,no,154.0,205.9,233.7,1.0,0,40
1156,Mountain,143.0,no,no,155.5,213.4,237.9,1.0,0,53
1157,South Atlantic,89.0,yes,no,125.6,213.0,181.7,1.0,0,61
1158,East North Central,108.0,no,no,199.3,224.2,140.1,0.0,0,53
1159,West South Central,32.0,no,no,157.9,180.8,132.5,1.0,0,50
1160,New England,166.0,no,no,203.4,167.7,132.0,2.0,0,41
1161,New England,109.0,no,no,222.2,218.5,266.0,1.0,0,51
1162,Pacific,72.0,no,yes,92.8,271.2,167.1,1.0,0,56
1163,West North Central,134.0,no,yes,216.8,102.2,174.0,0.0,0,35
1164,New England,13.0,no,no,193.2,194.4,186.5,4.0,0,59
1165,South Atlantic,90.0,no,no,113.2,189.3,271.8,3.0,0,60
1166,East North Central,111.0,no,yes,166.2,238.8,108.8,3.0,0,49
1167,Mountain,101.0,no,yes,262.2,157.0,129.1,1.0,0,60
1168,South Atlantic,72.0,no,no,207.8,195.7,184.8,0.0,0,45
1169,East North Central,67.0,no,yes,245.4,148.2,274.0,1.0,0,35
1170,South Atlantic,172.0,no,no,287.1,178.4,153.2,3.0,1,50
1171,East North Central,154.0,no,yes,192.3,165.3,205.0,2.0,0,46
1172,New England,69.0,no,no,194.2,242.1,215.8,2.0,0,45
1173,South Atlantic,123.0,no,no,211.0,217.0,214.8,3.0,0,34
1174,East South Central,130.0,no,yes,141.9,228.9,195.1,0.0,0,64
1175,South Atlantic,142.0,no,yes,220.5,239.5,254.3,2.0,0,45
1176,Pacific,29.0,no,no,157.4,145.0,281.8,1.0,0,49
1177,Pacific,87.0,no,yes,143.5,223.5,175.4,0.0,0,52
1178,West North Central,149.0,no,no,156.0,56.0,163.3,0.0,0,36
1179,East South Central,146.0,yes,no,160.1,208.4,177.6,2.0,0,47
1180,South Atlantic,88.0,yes,no,235.1,251.8,285.9,4.0,1,56
1181,Mountain,119.0,yes,yes,160.0,209.5,82.3,5.0,1,51
1182,New England,48.0,no,no,188.4,165.9,205.7,1.0,0,65
1183,Pacific,135.0,no,no,194.8,235.3,174.4,1.0,0,43
1184,East North Central,100.0,no,no,247.8,130.0,134.3,1.0,0,54
1185,West North Central,98.0,no,no,221.2,213.6,291.8,4.0,0,55
1186,South Atlantic,75.0,no,yes,118.5,213.9,132.6,2.0,0,42
1187,South Atlantic,180.0,no,yes,231.8,232.9,206.9,1.0,0,53
1188,New England,100.0,no,yes,215.9,257.9,180.2,1.0,0,41
1189,East North Central,119.0,no,yes,217.1,220.8,249.5,2.0,0,72
1190,West North Central,86.0,no,no,83.5,221.1,349.7,0.0,0,47
1191,West South Central,155.0,no,yes,183.3,205.1,263.7,1.0,0,43
1192,East North Central,78.0,yes,no,236.8,265.3,152.4,1.0,1,58
1193,Middle Atlantic,153.0,no,no,193.8,195.3,182.7,1.0,0,59
1194,West North Central,92.0,no,yes,134.0,206.0,180.6,0.0,0,44
1195,Pacific,13.0,no,yes,176.6,172.7,104.5,2.0,0,48
1196,West North Central,154.0,no,no,191.4,205.4,205.7,3.0,0,50
1197,New England,144.0,yes,yes,174.8,219.6,255.8,0.0,0,44
1198,South Atlantic,48.0,no,no,275.2,180.2,159.0,1.0,0,48
1199,West North Central,94.0,no,no,174.0,241.1,207.8,1.0,0,57
1200,Mountain,139.0,no,no,165.0,249.7,170.3,1.0,0,43
1201,East South Central,126.0,no,no,228.7,168.7,223.5,1.0,0,51
1202,West North Central,122.0,no,no,107.9,235.8,228.6,2.0,0,49
1203,New England,139.0,no,no,221.3,157.8,192.5,1.0,0,49
1204,West South Central,95.0,no,no,141.1,211.4,103.7,3.0,0,54
1205,New England,80.0,no,yes,166.4,238.3,150.7,4.0,0,37
1206,West North Central,131.0,no,yes,249.6,227.2,239.9,3.0,0,51
1207,West North Central,36.0,no,no,178.6,213.1,198.0,1.0,0,31
1208,Mountain,180.0,no,no,139.0,224.9,170.8,2.0,0,46
1209,Mountain,25.0,no,no,134.3,202.3,195.9,2.0,0,72
1210,Mountain,113.0,no,no,215.9,240.1,156.7,3.0,0,52
1211,Mountain,88.0,no,yes,181.6,213.2,207.8,1.0,0,43
1212,Pacific,120.0,no,no,178.4,168.3,120.5,1.0,0,32
1213,Mountain,74.0,no,no,106.4,140.2,90.9,1.0,0,53
1214,West South Central,109.0,no,no,170.7,240.2,119.0,2.0,0,60
1215,West South Central,162.0,no,yes,184.5,183.2,127.4,0.0,0,58
1216,West North Central,124.0,no,yes,161.2,204.2,231.5,1.0,0,74
1217,Pacific,177.0,no,no,84.9,257.5,210.5,2.0,0,48
1218,East North Central,91.0,no,no,217.9,230.1,232.1,1.0,0,47
1219,Mountain,105.0,no,no,270.9,226.2,178.8,0.0,1,46
1220,West North Central,24.0,no,no,243.0,183.9,184.3,0.0,1,54
1221,East North Central,48.0,no,no,128.2,48.1,116.3,0.0,0,45
1222,West North Central,86.0,no,no,126.3,168.8,154.6,2.0,0,65
1223,Mountain,163.0,no,no,178.7,215.7,152.7,4.0,0,52
1224,West North Central,91.0,no,no,159.0,255.1,82.4,0.0,0,45
1225,Mountain,56.0,no,no,150.9,161.8,167.7,3.0,0,45
1226,East North Central,147.0,yes,yes,219.9,208.5,352.5,3.0,0,47
